Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2016,I,Dalbergia nigra,,Fabales,Leguminosae,Dalbergia,GR,US,BR,,1.0,wood product,,T,O
2016,II,Stylophora spp.,Anthozoa,Scleractinia,Pocilloporidae,Stylophora,KW,ID,,,29.0,live,,T,F
2016,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,MC,DE,US,2.0,2.001,leather products (small),,T,W
2016,II,Prioniturus platurus,Aves,Psittaciformes,Psittacidae,Prioniturus,DE,ID,,,7.0,live,,T,C
2016,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,TR,ID,,,1435.0,leather products (small),,T,W
2016,II,Euphyllia divisa,Anthozoa,Scleractinia,Caryophylliidae,Euphyllia,NL,ID,,156.0,173.0,live,,T,F
2016,II,Gonystylus spp.,,Myrtales,Thymelaeaceae,Gonystylus,US,IT,MY,,2.971,timber,m3,T,W
2016,II,Ameerega trivittata,Amphibia,Anura,Dendrobatidae,Ameerega,NL,SR,,100.0,,live,,T,W
2016,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,IT,AE,ZA,5.0,19.0,leather products (small),,T,C
2016,II,Cacatua leadbeateri,Aves,Psittaciformes,Cacatuidae,Cacatua,QA,ZA,,14.0,,live,,T,C
2016,II,Aquilaria filaria,,Myrtales,Thymelaeaceae,Aquilaria,MY,SG,ID,,400.0,timber,kg,T,W
2016,II,Aloe broomii,,Liliales,Liliaceae,Aloe,KZ,NL,,,13.0,live,,,A
2016,II,Ornithoptera goliath,Insecta,Lepidoptera,Papilionidae,Ornithoptera,US,DE,ID,,1.0,bodies,,T,F
2016,I,Amazona oratrix,Aves,Psittaciformes,Psittacidae,Amazona,PK,IE,GB,,1.0,live,,P,U
2016,II,Caiman crocodilus yacare,Reptilia,Crocodylia,Alligatoridae,Caiman,US,BO,,1032.0,,tails,,T,W
2016,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CN,IT,ZW,,1.0,leather products (small),,P,W
2016,II,Aratinga solstitialis,Aves,Psittaciformes,Psittacidae,Aratinga,SA,KW,PH,,15.0,live,,P,C
2016,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,KR,ES,ID,,1987.0,skins,,T,W
2016,II,Aspidites melanocephalus,Reptilia,Serpentes,Pythonidae,Aspidites,CH,DE,,,1.0,live,,T,C
2016,II,Ursus americanus,Mammalia,Carnivora,Ursidae,Ursus,US,CA,US,8.0,,trophies,,H,W
2016,II,Melanosuchus niger,Reptilia,Crocodylia,Alligatoridae,Melanosuchus,BH,IT,BR,,10.0,leather products (small),,T,W
2016,II,Panax quinquefolius,,Apiales,Araliaceae,Panax,TW,US,,,453.0,roots,g,T,A
2016,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,KW,IT,US,,4.0,leather products (small),,P,C
2016,II,Bulnesia sarmientoi,,Sapindales,Zygophyllaceae,Bulnesia,CN,AR,,1294340.0,2110000.0,logs,kg,T,W
2016,II,Pachycereus pecten-aboriginum,,Caryophyllales,Cactaceae,Pachycereus,ZW,NL,,,59.0,live,,,A
2016,II,Crocodylus novaeguineae,Reptilia,Crocodylia,Crocodylidae,Crocodylus,TR,FR,ID,4.0,,garments,,T,W
2016,II,Aratinga solstitialis,Aves,Psittaciformes,Psittacidae,Aratinga,US,SG,,,5.0,specimens,,M,C
2016,II,Goniastrea spp.,Anthozoa,Scleractinia,Faviidae,Goniastrea,FR,AU,,94.0,,live,,T,W
2016,II,Favites pentagona,Anthozoa,Scleractinia,Faviidae,Favites,NZ,AU,,20.0,,raw corals,,T,W
2016,I,Cacajao calvus,Mammalia,Primates,Pitheciidae,Cacajao,US,PE,,,4.0,specimens,ml,S,W
2016,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,US,IT,MY,110.0,,jewellery,,T,I
2016,II,Hirudo medicinalis,Hirudinoidea,Arhynchobdellida,Hirudinidae,Hirudo,EE,RU,,2000.0,,live,,T,C
2016,II,Polyodon spathula,Actinopteri,Acipenseriformes,Polyodontidae,Polyodon,TW,US,,,3000.0,caviar,g,T,F
2016,II,Euphorbia obesa,,Euphorbiales,Euphorbiaceae,Euphorbia,TR,NL,,,766.0,live,,,A
2016,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,PH,ES,ID,,1.0,leather products (small),,T,W
2016,II,Python molurus,Reptilia,Serpentes,Pythonidae,Python,KR,JP,LA,,155.0,skins,,T,C
2016,II,Myiopsitta monachus,Aves,Psittaciformes,Psittacidae,Myiopsitta,XX,ES,,,1.0,live,,P,F
2016,II,Cleistocactus baumannii,,Caryophyllales,Cactaceae,Cleistocactus,TR,NL,,,400.0,live,,,A
2016,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,HK,IT,US,66.0,,skin pieces,,T,C
2016,I,Encephalartos princeps,,Cycadales,Zamiaceae,Encephalartos,JP,TH,ZA,1.0,,live,,T,D
2016,II,Salvator rufescens,Reptilia,Sauria,Teiidae,Salvator,RU,DE,AR,,427.0,leather products (small),,T,W
2016,II,Acropora hyacinthus,Anthozoa,Scleractinia,Acroporidae,Acropora,US,MH,FM,2.0,,live,,T,C
2016,II,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,FR,CN,AU,1.0,14.0,leather products (large),,T,R
2016,I,Peristeria elata,,Orchidales,Orchidaceae,Peristeria,DE,BR,,5.0,,live,,T,A
2016,II,Scleractinia spp.,Anthozoa,Scleractinia,,,MO,ID,,218.0,551.0,raw corals,,T,W
2016,II,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,FR,AU,AU,3.0,,leather products (small),,T,C
2016,II,Python regius,Reptilia,Serpentes,Pythonidae,Python,HK,GH,BJ,500.0,,live,,T,C
2016,II,Mammillaria grusonii,,Caryophyllales,Cactaceae,Mammillaria,MA,NL,,,54.0,live,,,A
2016,N,Adenia glauca,,Violales,Passifloraceae,Adenia,ES,ZA,,10.0,,live,,T,A
2016,II,Scolymia spp.,Anthozoa,Scleractinia,Mussidae,Scolymia,BR,ID,,,10.0,live,,T,F
2016,II,Huso huso,Actinopteri,Acipenseriformes,Acipenseridae,Huso,FR,IR,,68.63,,caviar,kg,T,C
2016,II,Euphorbia antisyphilitica,,Euphorbiales,Euphorbiaceae,Euphorbia,ID,JP,MX,,131712.41,derivatives,g,T,W
2016,II,Cattleya luteola,,Orchidales,Orchidaceae,Cattleya,JP,AR,,10.0,,live,,T,A
2016,II,Rhipsalis spp.,,Caryophyllales,Cactaceae,Rhipsalis,KW,NL,,57.0,,live,,,W
2016,I,Nomascus leucogenys,Mammalia,Primates,Hylobatidae,Nomascus,US,AU,,1.0,,live,,Z,F
2016,I,Macrotis lagotis,Mammalia,Peramelemorphia,Thylacomyidae,Macrotis,US,AU,,4.0,,specimens,,S,C
2016,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,AT,TZ,,2.0,,trophies,,H,W
2016,II,Eulophiella elisabethae,,Orchidales,Orchidaceae,Eulophiella,DE,MG,,5.0,5.0,live,,T,A
2016,II,Euphyllia ancora,Anthozoa,Scleractinia,Caryophylliidae,Euphyllia,US,MY,,19.0,,live,,T,W
2016,II,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,CN,CH,PG,1.0,,leather products (small),,T,W
2016,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,CH,SG,CO,,13.0,leather products (small),,T,C
2016,II,Iguana spp.,Reptilia,Sauria,Iguanidae,Iguana,US,MX,,4.0,,bodies,kg,P,I
2016,II,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,HK,FR,ID,105.0,104.0,skins,,T,R
2016,II,Sarracenia purpurea,,Nepenthales,Sarraceniaceae,Sarracenia,BB,NL,,,5.0,live,,,A
2016,II,Ramphastos toco,Aves,Piciformes,Ramphastidae,Ramphastos,KR,PH,,,1.0,live,,Z,C
2016,II,Euphyllia divisa,Anthozoa,Scleractinia,Caryophylliidae,Euphyllia,CZ,ID,,,6.0,live,,T,F
2016,II,Uroplatus ebenaui,Reptilia,Sauria,Gekkonidae,Uroplatus,MY,MG,,20.0,,live,,T,W
2016,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,US,KR,VN,2.0,,leather products (large),,T,C
2016,II,Vanda hybrid,,Orchidales,Orchidaceae,Vanda,MD,NL,,,198.0,live,,,A
2016,II,Pelochelys cantorii,Reptilia,Testudines,Trionychidae,Pelochelys,NL,ID,,,4.0,live,,T,W
2016,II,Montipora spp.,Anthozoa,Scleractinia,Acroporidae,Montipora,US,ID,,1062.0,1510.0,live,,T,W
2016,II,Cyphastrea microphthalma,Anthozoa,Scleractinia,Faviidae,Cyphastrea,US,PW,,378.0,,raw corals,,S,W
2016,II,Echinopsis calochlora,,Caryophyllales,Cactaceae,Echinopsis,JP,TW,,1040.0,,live,,T,A
2016,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,US,GB,VN,25.0,,leather products (small),,P,C
2016,II,Amazona albifrons,Aves,Psittaciformes,Psittacidae,Amazona,QA,ZA,,164.0,,live,,T,C
2016,II,Huso dauricus x acipenser schrenckii,Actinopteri,Acipenseriformes,Acipenseridae,Huso,HK,FR,CN,103.632,377.224,caviar,kg,T,C
2017,I,Gorilla beringei,Mammalia,Primates,Hominidae,Gorilla,US,RW,,,4.8,specimens,ml,S,W
2016,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,UZ,IT,ZW,,17.0,leather products (small),,T,C
2016,II,Varanus macraei,Reptilia,Sauria,Varanidae,Varanus,CZ,ID,,20.0,,live,,T,F
2016,I,Paphiopedilum haynaldianum,,Orchidales,Orchidaceae,Paphiopedilum,US,DE,,7.0,7.0,live,,T,D
2016,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,US,MO,US,1.0,1.0,leather products (small),,T,C
2016,II,Sarracenia hybrid,,Nepenthales,Sarraceniaceae,Sarracenia,MK,NL,,,48.0,live,,,A
2016,II,Miltonia hybrid,,Orchidales,Orchidaceae,Miltonia,QA,NL,,,84.0,live,,,A
2016,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,NL,CA,CN,0.002,,specimens,kg,S,C
2016,II,Tubipora spp.,Anthozoa,Stolonifera,Tubiporidae,Tubipora,US,ID,,15.0,,live,,T,W
2016,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,RU,FR,TH,,16.0,leather products (small),,T,D
2016,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,US,JP,US,1.0,,leather products (small),,P,W
2016,I,Paphiopedilum philippinense,,Orchidales,Orchidaceae,Paphiopedilum,CA,US,,,1.0,live,,T,D
2016,II,Dracula severa,,Orchidales,Orchidaceae,Dracula,DE,CO,,1.0,,live,,T,A
2016,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,LB,IT,US,,1.0,garments,,P,W
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,QA,DE,VN,,3.0,garments,,T,C
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,AE,TW,,65.0,,live,,T,C
2016,II,Parodia spp.,,Caryophyllales,Cactaceae,Parodia,GE,NL,,,48.0,live,,,A
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,DE,SG,VN,,1.0,leather products (small),,T,C
2016,II,Myrmecophaga tridactyla,Mammalia,Pilosa,Myrmecophagidae,Myrmecophaga,TR,DE,,2.0,,live,,T,C
2016,II,Chelonoidis carbonarius,Reptilia,Testudines,Testudinidae,Chelonoidis,GT,US,GY,,2.0,live,,T,W
2016,II,Physogyra lichtensteini,Anthozoa,Scleractinia,Caryophylliidae,Physogyra,CA,ID,,,30.0,live,,T,F
2016,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,CN,DE,US,14.0,21.0,leather products (small),,T,C
2016,II,Orchidaceae spp.,,Orchidales,Orchidaceae,,MK,NL,,,4.0,live,,,A
2016,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,SG,KR,ZW,15.0,,skins,,T,R
2016,II,Opuntia streptacantha,,Caryophyllales,Cactaceae,Opuntia,SG,JP,MX,,2.592,derivatives,g,T,W
2016,II,Aloe ferox,,Liliales,Liliaceae,Aloe,TR,FR,ZA,,4.0,extract,kg,T,W
2016,II,Paleosuchus palpebrosus,Reptilia,Crocodylia,Alligatoridae,Paleosuchus,US,CA,XX,1.0,,live,,Z,U
2016,I,Ara macao,Aves,Psittaciformes,Psittacidae,Ara,US,PE,,90.0,,feathers,g,T,I
2016,III,Odobenus rosmarus,Mammalia,Carnivora,Odobenidae,Odobenus,AT,CA,,3.0,,skulls,,H,W
2016,II,Macaca mulatta,Mammalia,Primates,Cercopithecidae,Macaca,KP,CN,,,2.0,bodies,,E,U
2016,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,SA,GB,US,,95.0,leather products (small),,T,W
2016,II,Manis gigantea,Mammalia,Pholidota,Manidae,Manis,LA,UG,,,99.0,scales,kg,T,W
2016,II,Goniopora stokesi,Anthozoa,Scleractinia,Poritidae,Goniopora,US,ID,,38.0,,live,,E,W
2016,II,Orchidaceae hybrid,,Orchidales,Orchidaceae,,TW,MY,,,46000.0,leaves,,T,A
2016,II,Cereus hildmannianus,,Caryophyllales,Cactaceae,Cereus,AM,NL,,,1.0,live,,,A
2016,II,Phalaenopsis lobbii,,Orchidales,Orchidaceae,Phalaenopsis,JP,TW,,20.0,,live,,T,A
2016,II,Dracula chestertonii,,Orchidales,Orchidaceae,Dracula,FR,EC,,1.0,,live,,T,A
2016,I,Nectophrynoides asperginis,Amphibia,Anura,Bufonidae,Nectophrynoides,TZ,US,,,2100.0,live,,N,F
2016,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,SA,DE,US,,305.0,leather products (small),,T,W
2016,II,Echinophyllia spp.,Anthozoa,Scleractinia,Pectiniidae,Echinophyllia,NO,SE,ID,20.0,,raw corals,,T,F
2016,II,Mammillaria pringlei,,Caryophyllales,Cactaceae,Mammillaria,SX,NL,,,20.0,live,,,A
2016,II,Cymbidium lancifolium,,Orchidales,Orchidaceae,Cymbidium,DE,MY,,,10.0,live,,T,A
2016,II,Echinopora spp.,Anthozoa,Scleractinia,Faviidae,Echinopora,AR,ID,,,10.0,live,,T,F
2016,II,Mammillaria bocasana,,Caryophyllales,Cactaceae,Mammillaria,TH,NL,,,20.0,live,,,A
2016,II,Lynx rufus,Mammalia,Carnivora,Felidae,Lynx,MK,GR,US,,51.0,garments,,T,W
2016,II,Catasetum gnomus,,Orchidales,Orchidaceae,Catasetum,DE,PE,,38.0,26.0,live,,T,A
2016,II,Hippocampus reidi,Actinopteri,Syngnathiformes,Syngnathidae,Hippocampus,US,TW,,550.0,,live,,T,C
2016,I,Falco rusticolus,Aves,Falconiformes,Falconidae,Falco,GB,AE,IE,,4.0,specimens,,B,C
2016,II,Brassia hybrid,,Orchidales,Orchidaceae,Brassia,TR,NL,,,82.0,live,,,A
2016,II,Uroplatus henkeli,Reptilia,Sauria,Gekkonidae,Uroplatus,NL,UA,,2.0,,live,,T,C
2016,III,Mustela sibirica,Mammalia,Carnivora,Mustelidae,Mustela,CO,ES,CN,,11.7,hair,g,T,W
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,RU,IT,VN,,5.0,garments,,P,C
2016,II,Caiman crocodilus yacare,Reptilia,Crocodylia,Alligatoridae,Caiman,SG,US,BO,,2.0,leather products (small),,T,C
2016,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,CN,CH,ZA,8.0,,leather products (small),,T,R
2016,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,JP,CH,US,269.0,,leather products (small),,T,R
2016,II,Ceratostylis spp.,,Orchidales,Orchidaceae,Ceratostylis,DE,PH,,10.0,50.0,live,,T,A
2016,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,US,IT,ZW,14.0,,jewellery,,T,R
2016,II,Psittacula derbiana,Aves,Psittaciformes,Psittacidae,Psittacula,BR,PT,NL,,4.0,live,,T,C
2016,II,Troides cuneifera,Insecta,Lepidoptera,Papilionidae,Troides,JP,ID,,,11.0,bodies,,T,F
2016,II,Acropora spp.,Anthozoa,Scleractinia,Acroporidae,Acropora,US,SA,,7.0,,raw corals,,S,W
2016,II,Encyclia hybrid,,Orchidales,Orchidaceae,Encyclia,DE,TH,,160.0,,live,,T,A
2016,II,Brachypelma auratum,Arachnida,Araneae,Theraphosidae,Brachypelma,US,NL,,100.0,,live,,T,C
2016,II,Pavona spp.,Anthozoa,Scleractinia,Agariciidae,Pavona,CA,ID,,,25.0,live,,T,F
2016,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,CN,,,1.0,,skulls,,H,W
2016,I,Paphiopedilum sanderianum,,Orchidales,Orchidaceae,Paphiopedilum,JP,US,,5.0,5.0,live,,T,D
2016,III,Pavo cristatus,Aves,Galliformes,Phasianidae,Pavo,US,GB,CN,3830.0,150.0,feathers,,T,O
2016,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,TR,FR,ZW,,8.0,skins,,T,R
2016,II,Sarracenia hybrid,,Nepenthales,Sarraceniaceae,Sarracenia,UZ,NL,,,12.0,live,,,A
2016,II,Austrocylindropuntia cylindrica,,Caryophyllales,Cactaceae,Austrocylindropuntia,UA,NL,,,1.0,live,,,A
2016,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,CN,SG,VN,1707.0,2206.0,skins,,T,D
2016,II,Aquilaria filaria,,Myrtales,Thymelaeaceae,Aquilaria,TW,SG,ID,,2011.98,chips,kg,T,W
2016,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,UA,GB,MY,,2.0,leather products (small),,T,W
2016,I,Falco peregrinus peregrinus,Aves,Falconiformes,Falconidae,Falco,AT,CH,DE,1.0,,live,,P,C
2016,II,Pionites leucogaster,Aves,Psittaciformes,Psittacidae,Pionites,AE,US,,,2.0,live,,P,C
2016,II,Bulbophyllum annandalei,,Orchidales,Orchidaceae,Bulbophyllum,FR,TH,,5.0,,live,,T,A
2016,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,SG,FR,ZA,,12.0,leather products (small),,T,C
2016,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,BY,AT,US,,2.0,leather products (small),,T,W
2016,II,Eguchipsammia fistula,Anthozoa,Scleractinia,Dendrophylliidae,Eguchipsammia,US,SA,,250.0,,specimens,g,S,W
2016,II,Chondrorhyncha hirtzii,,Orchidales,Orchidaceae,Chondrorhyncha,JP,EC,,6.0,,live,,T,A
2016,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,NO,IT,CN,,1071.0,specimens,,T,C
2016,II,Aprosmictus erythropterus,Aves,Psittaciformes,Psittacidae,Aprosmictus,TR,CZ,,12.0,,live,,T,C
2016,II,Ferocactus latispinus,,Caryophyllales,Cactaceae,Ferocactus,IT,CN,,780.0,,live,,T,A
2016,II,Scaphosepalum spp.,,Orchidales,Orchidaceae,Scaphosepalum,FR,EC,,33.0,,live,,T,A
2016,II,Coryphantha pallida,,Caryophyllales,Cactaceae,Coryphantha,CH,DE,,,30.0,live,,T,A
2016,II,Huso huso,Actinopteri,Acipenseriformes,Acipenseridae,Huso,CN,IT,,,3.0,eggs,kg,T,C
2016,II,Stenorrhynchos speciosum,,Orchidales,Orchidaceae,Stenorrhynchos,JP,TW,,41.0,,live,,T,A
2016,II,Euphyllia paraancora,Anthozoa,Scleractinia,Caryophylliidae,Euphyllia,MY,FJ,,20.0,,raw corals,,T,W
2016,III,Daboia russelii,Reptilia,Serpentes,Viperidae,Daboia,MK,DE,US,,110.0,derivatives,,T,F
2016,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,ES,MO,VN,4.0,4.0,leather products (small),,T,C
2016,II,Acanthastrea echinata,Anthozoa,Scleractinia,Mussidae,Acanthastrea,US,ID,,17.0,,live,,T,W
2016,II,Chaubardia spp.,,Orchidales,Orchidaceae,Chaubardia,DE,PE,,3.0,20.0,live,,T,A
2016,II,Favia spp.,Anthozoa,Scleractinia,Faviidae,Favia,NO,SE,ID,1.0,,raw corals,,T,F
2016,I,Phragmipedium caudatum,,Orchidales,Orchidaceae,Phragmipedium,DE,EC,,102.0,,live,,T,D
2016,II,Acipenser baerii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,DZ,FR,,,0.001531,cosmetics,kg,T,C
2016,II,Aprosmictus erythropterus,Aves,Psittaciformes,Psittacidae,Aprosmictus,NO,DK,,2.0,12.0,live,,T,C
2016,II,Oxypora glabra,Anthozoa,Scleractinia,Pectiniidae,Oxypora,US,ID,,5.0,,live,,T,W
2016,III,Capra sibirica,Mammalia,Artiodactyla,Bovidae,Capra,ES,KZ,,3.0,,trophies,,H,W
2016,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,UA,IT,ZW,,385.0,leather products (small),,T,C
2016,II,Gongora claviodora,,Orchidales,Orchidaceae,Gongora,DE,EC,,13.0,,live,,T,A
2016,II,Espostoa spp.,,Caryophyllales,Cactaceae,Espostoa,BA,NL,,,50.0,live,,,A
2016,II,Dendrobium chrysotoxum,,Orchidales,Orchidaceae,Dendrobium,CN,LA,,15000.0,,stems,kg,T,A
2016,II,Canis lupus,Mammalia,Carnivora,Canidae,Canis,LU,CA,,1.0,,skins,,Q,W
2016,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,,,5.0,,tails,,H,W
2016,II,Buceros rhinoceros,Aves,Coraciiformes,Bucerotidae,Buceros,AT,BR,AT,1.0,,live,,Z,O
2016,III,Antilope cervicapra,Mammalia,Artiodactyla,Bovidae,Antilope,AU,US,,,1.0,trophies,,T,C
2016,I,Paphiopedilum micranthum,,Orchidales,Orchidaceae,Paphiopedilum,JP,US,,3.0,3.0,live,,T,D
2016,II,Chelonoidis carbonarius,Reptilia,Testudines,Testudinidae,Chelonoidis,MX,SV,,,150.0,live,,T,C
2016,II,Dalbergia baronii,,Fabales,Leguminosae,Dalbergia,SG,ES,XX,,0.37,sawn wood,m3,T,O
2016,II,Lynx rufus,Mammalia,Carnivora,Felidae,Lynx,MC,IT,US,3.0,3.0,garments,,T,W
2016,II,Opuntia stricta,,Caryophyllales,Cactaceae,Opuntia,SA,CN,,,950.0,live,,T,A
2016,II,Acropora spp.,Anthozoa,Scleractinia,Acroporidae,Acropora,KW,ID,,,82.0,live,,T,W
2016,II,Echinophyllia spp.,Anthozoa,Scleractinia,Pectiniidae,Echinophyllia,CH,DE,PF,,1.0,live,,T,W
2016,II,Miltonia hybrid,,Orchidales,Orchidaceae,Miltonia,DO,NL,,1644.0,,live,,T,A
2016,II,Symphyllia spp.,Anthozoa,Scleractinia,Mussidae,Symphyllia,GT,US,ID,,2.0,live,,T,W
2016,II,Grammangis ellisii,,Orchidales,Orchidaceae,Grammangis,US,MG,,6.0,6.0,live,,T,W
2016,III,Corallium secundum,Anthozoa,Gorgonacea,Coralliidae,Corallium,CH,GB,XX,,1.0,carvings,,T,O
2016,II,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,US,MX,ZM,179.0,,skin pieces,,T,W
2016,II,Eos rubra,Aves,Psittaciformes,Loriidae,Eos,HK,SY,,37.0,,live,,T,C
2016,II,Euphorbia antisyphilitica,,Euphorbiales,Euphorbiaceae,Euphorbia,ID,FR,MX,,1440.15,wax,kg,T,W
2016,II,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,CH,IT,AU,,2.0,leather products (small),,P,C
2016,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,TR,ES,ZA,5.0,23.0,skins,,T,C
2016,II,Falco cherrug,Aves,Falconiformes,Falconidae,Falco,AE,JO,XX,3.0,,live,,N,W
2016,II,Ara severus,Aves,Psittaciformes,Psittacidae,Ara,US,PE,,,0.5,specimens,ml,S,W
2016,I,Ara macao,Aves,Psittaciformes,Psittacidae,Ara,CH,DE,,,1.0,live,,T,C
2016,II,Goniastrea spp.,Anthozoa,Scleractinia,Faviidae,Goniastrea,SG,TO,,85.0,,live,,T,W
2016,II,Malaxis acianthoides,,Orchidales,Orchidaceae,Malaxis,JP,MY,,50.0,,live,,T,A
2016,I,Ara militaris,Aves,Psittaciformes,Psittacidae,Ara,RU,LV,RU,,1.0,live,,Q,C
2016,II,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,MR,DE,FR,,0.042,extract,g,T,C
2016,II,Eclectus roratus,Aves,Psittaciformes,Psittacidae,Eclectus,GG,GB,,1.0,,live,,P,F
2016,II,Amazona amazonica,Aves,Psittaciformes,Psittacidae,Amazona,US,GY,,47.0,,specimens,,S,W
2016,I,Paphiopedilum venustum,,Orchidales,Orchidaceae,Paphiopedilum,CA,US,,,18.0,live,,T,D
2016,II,Varanus kordensis,Reptilia,Sauria,Varanidae,Varanus,JP,ID,,5.0,1.0,live,,T,C
2016,II,Eos rubra,Aves,Psittaciformes,Loriidae,Eos,SG,MZ,ZA,20.0,,live,,T,C
2016,II,Aquilaria filaria,,Myrtales,Thymelaeaceae,Aquilaria,BH,AE,ID,,17600.0,powder,kg,T,W
2016,II,Phalaenopsis stuartiana,,Orchidales,Orchidaceae,Phalaenopsis,SG,PH,,,5.0,live,,T,A
2016,II,Acropora tenuis,Anthozoa,Scleractinia,Acroporidae,Acropora,MX,US,ID,,12.0,live,,T,F
2016,II,Galaxea fascicularis,Anthozoa,Scleractinia,Oculinidae,Galaxea,US,TO,,52.0,,live,,T,W
2016,II,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,ZA,BE,,,1.2,caviar,kg,T,C
2016,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,BH,IT,US,,1.0,leather products (large),,P,W
2016,II,Purpureicephalus spurius,Aves,Psittaciformes,Psittacidae,Purpureicephalus,AE,NL,,13.0,13.0,live,,T,C
2016,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,CA,US,,,6.0,specimens,,S,W
2016,II,Vicugna vicugna,Mammalia,Artiodactyla,Camelidae,Vicugna,KR,IT,PE,,37.0,garments,,T,W
2016,II,Boa constrictor,Reptilia,Serpentes,Boidae,Boa,TH,US,,,79.0,live,,T,C
2016,II,Goniastrea spp.,Anthozoa,Scleractinia,Faviidae,Goniastrea,IL,ID,,,70.0,live,,T,W
2016,II,Reptilia,Reptilia,,,,IT,MG,,,9.0,specimens,,S,W
2016,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,CN,IT,CO,,2.0,leather products (small),,P,W
2016,II,Notylia spp.,,Orchidales,Orchidaceae,Notylia,DE,PE,,2.0,2.0,live,,T,A
2016,II,Phelsuma madagascariensis,Reptilia,Sauria,Gekkonidae,Phelsuma,HU,MG,,20.0,,live,,T,W
2016,II,Canis lupus,Mammalia,Carnivora,Canidae,Canis,FI,RU,,1.0,,skins,,H,W
2016,II,Salvator merianae,Reptilia,Sauria,Teiidae,Salvator,MX,IT,AR,,1711.0,skins,,T,W
2016,II,Psittacula eupatria,Aves,Psittaciformes,Psittacidae,Psittacula,CH,PT,,,1.0,live,,P,C
